Bibcodes
2008arXiv0805.2921M
2009ApJ...690L..89H
2008A&A...487..369S
2009ApJ...692..229N
2008ApJ...675.1531W
2008ApJ...683.1076W
2008ApJ...677..657J
2008MNRAS.385.1576P
2008A&A...486.1039B
2009ApJ...694.1559S
2008ApJ...677L..59R
2007A&A...471L..51G
2007ApJ...667L.199D
2009MNRAS.392.1585C
2008ApJ...675L.113W
2008MNRAS.387L...4A
2008ApJ...682.1283W
2009ApJ...690.1393S
2009A&A...493..639M
2008PASJ...60.1317S
2008A&A...488L..47M
2009ApJ...690..743B
2008A&A...485..871G
2007A&A...476.1347P
2006PASP..118.1407P
2009A&A...493..645F
2008AJ....136.1901L
2008A&A...491..889D
2009ApJ...696.1950B
2009A&A...502..395W
2009ApJ...700..783P
2009ApJ...693..794W
2009ApJ...693.1424M
2006ApJ...653..675S
2007ApJ...667..527G
2008ApJ...674.1086T
2007ApJ...658.1289T
2008ApJ...681.1484R
2006ApJ...652.1674B
2005ApJ...623..493C
2005ApJ...634.1372C
2006ApJ...649.1028G
2005ApJ...631.1170L
2009A&A...497..545S
1997AcA....47..319U
2009ApJ...696...75H
2006ApJS..166..351C
2006ApJ...639.1166B
2006ApJ...646.1038B
2008ApJ...679L.125S
2005ApJ...628..487S
2004ApJS..154..458S
2009ApJ...690.1522B
2006ApJ...644L.125S
2009ApJ...704..109T
2009ApJ...699.1067M
2009ApJ...705.1226B
2009ApJ...705...89L
2009A&A...496..521C
2009ReA&A...9....1L
2006ApJ...644..525M
2009PASP..121..613P
1961AJ.....66..528V
2005ApJ...626.1061B
2002ApJS..141..187B
1980PMMin..55....1L
1979lccs.book.....L
2005AJ....129.1483L
2001yCat.1238....0V
2009PhDT.........2P
2009ApJ...704.1107L
2009A&A...496L..13T
2009ApJ...697.1263O
2009ApJ...693..276N
2009A&A...496..513M
2008arXiv0811.2975J
2009A&A...499..935D
2009AAS...21340206C
2009ApJ...700L..73K
2004A&A...425L..29C
2008A&A...477L...1D
2008ApJ...675..790F
2009A&A...493L..21L
2005A&A...438L..29C
2008A&A...491..311S
2009A&A...506..287L
2007MNRAS.380.1261K
1996AJ....112.2300W
1999AJ....117.3021W
1986AJ.....91..626W
1987AJ.....93..451W
1984ApJS...55..289W
1982PASP...94..821W
1986ApJS...61..531S
1989SAAOC..13...29L
2002MNRAS.334...20K
2009nsted.cat....8H
2010ApJ...713L.126B
2010ApJ...713L.131K
2010ApJ...713L.136D
2010ApJ...713L.140L
2010ApJ...724.1108J
2010A&A...513A..69H
2010PASP..122..156A
2008KPCB...24..334I
2004ApJS..150..455G
1997A&AS..124..437R
1993AJ....106.1729F
2005AJ....130.1247L
1987AJ.....94..501K
2008AJ....136..735L
1998AJ....115.2579G
2008A&A...482..961D
2008ApJ...681..579B
2008ApJ...685.1183L
2008A&A...484..469D
2008MNRAS.390..304P
2008ApJ...686..528L
2008ApJ...689.1295K
2008ApJ...689L.153L
2009AIPC.1094..497B
2008arXiv0811.0556S
2009MNRAS.397..258L
2009MNRAS.395.1237B
2009ApJ...697..148B
2009A&A...500.1207S
1988Natur.336..656B
1995Natur.378..463N
1995yCat.1174....0V
1997A&A...323L..49P
1997A&A...327L..25D
1997ApJ...476..311K
1997ApJ...491L.107R
1998ApJ...507L..41M
1998Sci...282.1309R
1999A&A...349L..41C
1999A&A...351L...5E
1999A&AS..135...41D
1999AJ....118.2466M
1999ApJ...519..802K
1999ApJ...522L..61S
1999ApJ...522L..65B
1999ApJ...524L.115Z
2000A&A...361.1143T
2000AJ....119..369R
2000AJ....119..928F
2000AJ....120..447K
2000AJ....120.1085G
2000AJ....120.1100B
2000ApJ...531L..57B
2000ApJ...531L..61T
2000ApJ...536L..35L
2000Sci...290..103Z
2001A&A...377L...9B
2001AJ....121.2185G
2001AJ....121.3235K
2001AJ....122.1989W
2001MNRAS.326.1279H
2002A&A...389L..20L
2002A&A...393L..85B
2002AJ....123..458S
2002AJ....123.3409H
2002AJ....124.1170D
2002ApJ...564..421B
2002ApJ...564..466G
2002ApJ...564L..89H
2002ApJ...567L..59G
2002ApJ...567L.133P
2002ApJ...568L.107L
2002ApJ...571..519L
2002ApJ...578..536Z
2002MNRAS.336L..49S
2003A&A...398L..29S
2003A&A...403..929K
2003A&A...404..171B
2003AJ....125..343L
2003AJ....125..850B
2003AJ....125.3302G
2003AJ....126..975T
2003AJ....126.1526B
2003AJ....126.2421C
2003AJ....126.2487B
2003ApJ...586L.149S
2003ApJ...591L..49L
2003ApJ...592.1186B
2003ApJ...594..510B
2003IAUJD...8E..60B
2003IAUS..211..197W
2003PASP..115.1207T
2004A&A...416L..17K
2004A&A...427L...1F
2004AJ....127.2856B
2004AJ....127.2948V
2004AJ....127.3553K
2004AJ....128.1733G
2004ApJ...600.1020M
2004ApJ...604L..61C
2010ApJ...719..497L
2010ApJ...719..890R
2010ApJ...717..348H
2010A&A...523A..88B
1999A&A...349..389V
2011A&A...531A..60A
2012AJ....143...81S
2011ApJ...726...52H
2010ApJ...721L.153J
2011AJ....141...16J
2012ApJ...749..134H
2010ApJ...725.2017K
2012ApJ...745...80Q
2011AJ....141....8S
2011A&A...528A.112L
2010Sci...330...51H
2011ApJ...727...24T
2010MNRAS.408..475H
2010PASP..122.1465M
2011ApJ...728..138H
2011A&A...526A.111M
2011A&A...525A..54B
2011ApJ...726L..19A
2011ApJ...728..120M
2010ApJ...725.1633H
2010AJ....140.1657M
2010A&A...521L..60B
2011ApJ...730...10H
2011ApJ...726..113I
1990AJ.....99.2019L
2005AAS...20711013L
2011ApJ...727..117M
2011AIPC.1331..182S
2010Natur.468.1080M
1993AJ....105.1962W
2011A&A...525A..78C
2011A&A...526A.130S
2011PASP..123..547M
2011MNRAS.417..709A
2011A&A...527A..63M
2008ApJ...684..663B
2008Sci...319..927G
2010ApJ...710.1641S
2006Natur.439..437B
2009ApJ...698.1826D
2004ApJ...607..704S
2004ApJ...614L..73B
2004ApJ...617.1330M
2005A&A...435..363D
2005A&A...435L..13N
2005A&A...440.1061L
2005AJ....130.2326T
2006AJ....131.1007B
2006AJ....131.2722C
2006AJ....132.1234C
2006AJ....132.2074M
2006ApJ...637.1067B
2006ApJ...639.1120K
2006ApJ...641L.141B
2006ApJ...644..364A
2006ApJ...647L.167J
2006ApJ...651.1166M
2006ApJ...651L..57A
2006MNRAS.373...95L
2006MNRAS.373L..31M
2006PASP..118..659L
2007ApJ...657..511A
2007ApJ...658..557B
2007A&A...466.1059K
2007A&A...471..655K
2007AJ....133..439C
2007AJ....133.2320S
2007AJ....134.1162L
2007ApJ...654..570L
2007ApJ...657..494B
2007ApJ...663..677S
2007ApJ...669L..45G
2007MNRAS.374..372L
2007MNRAS.374..445K
2007MNRAS.378..901F
2007MNRAS.379.1423L
2007MNRAS.381.1400W
2008A&A...477..895Z
2008A&A...490..763G
2008AJ....136.1290R
2008ApJ...672.1159B
2008ApJ...674..451B
2008ApJ...676.1281M
2008ApJ...689..471R
2008MNRAS.383..831P
2008MNRAS.383.1385L
2008MNRAS.384.1399J
2008MNRAS.385L..53C
2008MNRAS.391..320B
2009A&A...493L..27S
2009A&A...494..949S
2009A&A...497..619Z
2009AJ....137..304S
2009AJ....137.3345C
2009ApJ...694L.140S
2009ApJ...696..986C
1990ApJ...354L..29H
1991AJ....101..214M
1992A&A...254..116H
1992PhDT.........7K
1995AJ....109..797K
2010A&A...512A..45H
2006AJ....131.1163S
2010PASP..122..885S
2010ApJ...715..458T
1969VeARI..22....1G
2009yCat.1315....0Z
2003AJ....125..984M
2010PASP..122..701J
2010Natur.464..384D
2011ApJ...726...73H
2010ApJ...714L..84T
2010AJ....140.2007M
2010A&A...519A..98B
2010ApJ...720..337S
2011MNRAS.410.1631E
2010ApJ...723L..60H
2010ApJ...715..271H
2010ApJ...720.1118B
2010ApJ...724..866K
2010A&A...520A..66B
2010A&A...520A..65B
2010A&A...524A..55G
2010A&A...520A..97G
2010A&A...522A.110C
2011A&A...528A..97T
2010ApJ...711..731J
2012ApJ...751L..31B
2009ApJ...693.1084W
2009ApJS..182...97W
2009A&A...498L...5M
2010ApJ...708.1366V
2010ApJ...709..159A
2010ApJ...710.1724B
2009A&A...503..601B
2007AJ....134..749B
2009A&A...496..527B
2009A&A...505..853B
2004ApJ...610.1079B
2009ApJ...691.1738B
2009Natur.462..891C
2008ApJ...683L..59C
2008A&A...491..883D
2009A&A...506.1469D
2009A&A...505.1311D
2010A&A...511A..55F
2009ApJ...703.1545F
2009ApJ...702L..96G
2009A&A...507.1659G
2008JKAS...41...59H
2010A&A...509A..24H
2009ApJ...706..785H
2010ApJ...708..224H
2008A&A...488..763H
1996MNRAS.279.1380H
2009MNRAS.398..911J
2009PASP..121.1104J
2008ApJ...672..553L
2010ApJ...708..625M
2009A&A...507..487M
2009ApJ...707..768N
2009ApJ...701.1732O
2010MNRAS.401.2665P
2009A&A...506..303Q
2009A&A...506..281R
2009ApJ...703..671S
2009A&A...502..391S
2009ApJ...691.1145S
2009A&A...506..377T
2009ApJ...702..989V
2009AJ....137.4834W
2009ApJ...700..302W
2009ApJ...703.2091W
2009ApJ...703L..99W
2007AJ....134.1276W
1999MNRAS.305..820W
2009ApJ...699L..97W
2009A&A...505..859Z
2009A&A...505..901B
2009A&A...507..481C
2009AJ....137.4911F
2009ApJ...698..558G
2009A&A...506..359G
2002ApJ...577L.111H
2009ApJ...692L.100J
2009AJ....137.3181L
2006PASP..118.1506L
2007PASJ...59..763N
2010A&A...509A...4P
2010AJ....139...53R
2009ApJ...707.1707R
2009MNRAS.396.1023S
2009MNRAS.399..287S
2009AJ....137.3826W
2009A&A...496..259G
2010ApJ...708.1492R
2008ApJ...686..649J
2009ApJ...707..167S
2009ApJ...693.1920H
2009ApJ...703..752L
2010ApJ...714...13A
2010ApJ...717..235D
2010CoSka..40...77K
2010A&A...510A.107M
2009A&A...500L..45M
2010AJ....139.1844B
2010PASJ...62..653N
2010ApJ...718..575W
2008AJ....136..267W
2008ApJ...689L.149C
2010ApJ...715..421T
2011MNRAS.413.2500H
2010ApJ...715..550H
2011ApJ...742...35N
2010MNRAS.407..507C
2010ApJ...717.1084C
2004AcA....54..313U
2011A&A...528A..63S
2011ApJ...734..109B
2011ApJ...730...42L
2011ApJ...727..103T
2011ApJ...729...27B
2011A&A...529A.102B
2011Natur.470...53L
2011A&A...528A.111B
2011A&A...531A..40F
2008ApJ...677.1324T
2009A&A...498..567D
2010MNRAS.405.1867S
2010A&A...517L...1Q
2009Natur.460.1098H
2010AJ....139.2440R
2011ApJ...733..116B
2010MNRAS.403..731G
2010ApJ...709..396B
2010A&A...512A..46H
2010A&A...512A..14F
2010ApJ...708L..66Q
2008Sci...322.1345K
2011ApJ...735...24J
2009ApJ...707..446B
2008Sci...322.1348M
2010ApJ...721.1467H
2010PASP..122..149J
2008A&A...484..281N
2010A&A...511A..21C
2009A&A...504..617D
2003ESASP.539..595S
2010A&A...512A..48L
2010MNRAS.403.1703J
2010PASJ...62.1063S
2010A&A...511A..45S
2011A&A...535L...7H
2011AJ....142...86E
2010A&A...523A..15N
2011ApJ...733...28K
2011ApJ...737L..18W
2010Sci...327..977B
2012MNRAS.422.1988A
2006ApJ...641.1178L
2011ApJ...741...22M
2011AJ....142...95K
2011A&A...531A..41C
2011ApJ...742...59H
2011A&A...535A..54S
2011A&A...533A..90D
2011A&A...535A..55D
2011A&A...533A.130H
2011ApJS..197....3B
2011ApJ...736...19B
2011ApJS..197...13E
2011ApJS..197...14D
2011A&A...536A..70S
2011A&A...534A..58P
2011ApJ...741..114M
2011A&A...533A..88G
2011ApJ...743..184W
2012A&A...538A.113D
2011Sci...333.1602D
2012A&A...538A..96B
2012ApJ...750...84B
2011ApJ...736..132C
2011ApJS..197....7C
2012PASJ...64...34O
1998A&A...335L..65H
2003yCat.1289....0Z
2012A&A...537A.136G
2012A&A...537A..54R
2012ApJ...745..120B
2012ApJ...746..123H
2011ApJS..197....9F
2011ApJ...743..200B
1997PASP..109..345D
2012ApJ...749...15G
2012Natur.482..195F
2012AJ....144...19B
2012ApJ...747..144M
2011ApJS..197....5F
2012ApJ...750..112L
2012ApJ...750..113F
2012ApJ...751L..16A
2012ApJ...749...39R
2013ApJS..204...24B
2011A&A...529A..89D
2011AJ....141...83P
2012MNRAS.419.2900F
2010ApJ...711.1087K
2011PASA...28..177Z
2012arXiv1201.3537N
2011ApJ...740..108L
2006ApJ...649..894L
2011epsc.conf.1192P
2005ApJ...620..984I
2009ApJ...691.1265L
2013A&A...549A.109B
2012ApJ...746...37A
2013A&A...553A...8D
2011arXiv1109.2497M
2011ApJ...732...31T
2011MNRAS.416L.104F
2011MNRAS.414L..16Q
2012MNRAS.420.3609H
2012AJ....143..111J
2011A&A...533A..83B
2011A&A...529A.134L
2012A&A...538A.112C
2011Natur.480..496C
2011ApJS..197....8L
2012ApJ...745....5K
2008MNRAS.386L..43S
2011AIPC.1331..102Q
2012ApJ...745L..23Q
2012ApJ...746..154P
2011Sci...333.1717B
2010ApJ...725.1405B
2009IAUS..253..478V
2011ApJ...732L..29R
2011AJ....141..119K
2011A&A...531A..24T
2012MNRAS.421.2342S
2012ApJ...750..114F
2012Natur.481..475W
2003AAS...203.1703M
2012A&A...541A.149O
2012MNRAS.425..930G
2008A&A...488L..43A
2012A&A...547A..61S
2013AJ....145....5P
2012ApJ...761..123S
2012ApJ...756L..39B
2012A&A...538A.145D
2012Sci...337..556C
2012ApJ...754...73B
2012A&A...546A..27B
2011AJ....141..179C
2011ApJ...726...94C
2012MNRAS.422.3099S
2012ApJ...746..111T
2009MNRAS.398.1827S
2012AJ....143...95L
2011A&A...527A..85N
2011AJ....141..161S
2012ApJ...756...53G
2012ApJ...756L..33Q
2013ApJ...766...67J
2011PASP..123..555A
2012PASJ...64...97S
2011MNRAS.414.3023S
2011ApJ...733..127S
2012A&A...539A.159N
2011PASJ...63..287F
2011A&A...527A...8S
2011A&A...535A...7M
2011A&A...528A..65M
2012ApJ...756...91H
2012AJ....144..139H
2012PASJ...64..135S
2012MNRAS.419.1248B
2011ApJ...730L..31H
2011A&A...534A..16A
2012A&A...544A..72L
2012MNRAS.426..739H
2010ApJ...719.1796B
2011ApJ...741..102A
2010A&A...522A..29L
2012Sci...336.1133N
2011AJ....142..195S
2011ApJS..197...10B
2011ApJ...740...49V
2011ApJ...736...12B
2011ApJ...731..123K
2011ApJ...730...82C
2011ApJ...726....3N
2009arXiv0906.4904G
2009A&A...502..695P
2009ApJ...696..241C
2010ApJ...721.1861A
2010MNRAS.408.1689S
1998A&A...336..942F
2013MNRAS.428.1077S
2012A&A...540A.141S
2012ApJ...745...28G
2011AIPC.1331...88E
2011A&A...526A.141F
2007A&A...475..723C
2011arXiv1109.2505F
2012Sci...337.1511O
2012ApJ...753..169W
2012A&A...546A...5L
2008AJ....135..209M
2012Natur.487..449S
2012ApJ...758...87O
2012MNRAS.427.1877C
2013A&A...551A..73F
2012Natur.491..207D
2013ApJ...762....9S
2012ApJ...761...46W
2013A&A...549A..48T
2012A&A...548A.118L
2013A&A...549A...2L
2013A&A...549A.134H
2013ApJ...763L..32C
2013PASP..125...48M
2012A&A...548A..58A
2013ApJ...763...67S
2011ApJS..197...26J
2012ApJ...744....4G
2010A&A...512A..47S
2013ApJ...764..105S
2013A&A...551A..59L
2013A&A...551A..90M
2013ApJ...762L..28H
2013ApJ...766...40G
2013Natur.494..452B
2013A&A...552A..82G
2013A&A...551A..80T
2013A&A...552A.120S
2013A&A...552A..70K
2013ApJ...768..127S
2012ApJ...754...50R
2012A&A...545A..55B
2012ApJ...745...21F
2007ApJ...660.1492C
1992Natur.355..145W
1994Sci...264..538W
2003Sci...301..193S
2008ApJ...673L.185B
2014A&A...562A.140P
2014ApJ...783....4W
2014A&A...561L...1B
2014A&A...562L...3G
2014ApJ...783...53M
2014AJ....147...39C
2014A&A...561L...9B
2014ApJ...783..103W
2014MNRAS.439..673B
2014A&A...564A..56D
2014ApJ...784...28K
2014arXiv1401.6742H
2011MNRAS.416.2202P
2014ApJ...784...14K
2014AJ....147...84B
2014ApJ...783L..29L
2012Natur.486..502B
2012PASP..124..316E
2014MNRAS.440.1470B
2014ApJ...785...93K
2014ApJ...786....2V
2014AcA....64...27M
2014ApJ...785..126K
2014ApJS..210....5F
2014A&A...563A.143D
2014PNAS..11112661M
2014ApJ...787..104C
2014MNRAS.440.1982H
2013A&A...555A.118A
2014Sci...344..277Q
2012ApJ...757..119B
2014ApJ...787...71P
2014yCat.2328....0C
2014ApJ...787....5N
2014AJ....147..128H
2014ApJ...787...27Q
2014AJ....147..144Z
2014A&A...566A..67L
2014ApJ...787...80H
2014ApJ...789..114B
2014A&A...567A..14T
2014ApJ...789..154D
2014MNRAS.443L..89A
2014A&A...566A.113J
2007Natur.449..189S
2013Sci...340..587B
2013ApJ...768..101B
2013PASJ...65...85S
2013ApJ...773...98B
2013A&A...554A.114H
2013ApJ...766..101C
2010A&A...520A..56S
2013ApJ...771...26F
2013ApJ...770...53N
2013ApJ...771...41J
2013A&A...555A..87M
2013ApJ...772L..15R
2013ApJ...773...64P
2013A&A...556A.110B
2013A&A...556A.111T
2013A&A...556A.133S
2013A&A...556A..78J
2013ApJ...770..131L
1997Msngr..87...27E
2013Natur.499...55M
2013A&A...556A.126A
2012ApJ...759...19E
2012A&A...539A..28G
2007A&A...474..653V
2010A&A...511A...3G
2013ApJ...774...11K
2011A&A...526A..53B
2013ApJ...774...54S
2010PASJ...62L..61N
2013A&A...557A..30C
2013ApJ...772...80F
2013ApJ...774..147R
2013AN....334..616H
2013ApJS..208....2W
2013ApJ...775...54S
2012A&A...540A..85P
2013ApJ...774...55B
2011ApJ...730L...9L
2012ApJ...744..135L
2013ApJS..208...22X
2014A&A...562A.111B
1993ApJ...416..623F
2013A&A...557A..74G
2013MNRAS.435.3133K
2013A&A...558A.106M
2012ApJ...760..139B
2013ApJ...776...10W
2013A&A...558A..55M
2013AJ....146..113B
2013ApJ...764L..22M
2012MNRAS.422L..24Q
2010A&A...520L..10B
2013A&A...559A..36G
2014A&A...561A.103O
2014A&A...561A..65B
2012ApJ...755..102Y
2013A&A...558A..86B
2013ApJ...777....3N
2014MNRAS.437..475M
2013Sci...342..331H
2013ApJ...768...14W
