paper,ea prob,true label,predicted label
2210.04203,0.056398986522578,0,0
2210.04769,0.060436751956042895,0,0
2210.04812,0.06520423831459518,0,0
2210.04924,0.024877664237849283,0,0
2210.04961,0.5996581787504818,0,1
2210.05012,0.018854428198174726,0,0
2210.05131,0.20605729908108722,0,0
2210.05259,0.04720065206950498,0,0
2210.05363,0.01593801595903489,0,0
2210.05414,0.8552363354780008,0,1
2210.05428,0.4807085459352329,0,0
2210.05449,0.03809557829918133,0,0
2210.05563,0.019395056220721064,0,0
2210.05611,0.04728254362485011,0,0
2210.05763,0.027977002530277677,0,0
2210.05774,0.04892824483839704,0,0
2210.06283,0.016543988919562692,0,0
2210.06338,0.007590737566187515,0,0
2210.06412,0.01872300025056494,0,0
2210.06492,0.10780681671923079,0,0
2210.06763,0.02784028826190406,0,0
2210.07084,0.28793226529894217,0,0
2210.07446,0.09707087375668436,0,0
2210.07516,0.09347219930426215,0,0
2210.07925,0.24913240429835068,0,0
2210.07982,0.06374216507722251,0,0
2210.08880,0.2766211606367241,0,0
2210.08910,0.01314022029281297,0,0
2210.09205,0.030875672014018214,0,0
2210.09310,0.013548812246240079,0,0
2210.09323,0.05027611887364621,0,0
2210.09324,0.043486318986924954,0,0
2210.09386,0.025279576802234627,0,0
2210.09737,0.025512957914979012,0,0
2210.09945,0.04319903410727393,0,0
2210.09978,0.03148695755142146,0,0
2210.10066,0.0163956631470848,0,0
2210.10183,0.01508322432045811,0,0
2210.10198,0.06905945589032067,0,0
2210.10801,0.009345985447509501,0,0
2210.11261,0.07575442841589275,0,0
2210.11360,0.4680110825298324,0,0
2210.11430,0.031173509658373174,0,0
2210.11641,0.03763394873797974,0,0
2210.11679,0.7933459384379287,0,1
2210.11809,0.9796989287250241,1,1
2210.11821,0.06540267993256922,0,0
2210.12139,0.027796537436192155,0,0
2210.12226,0.03679698623422356,0,0
2210.12880,0.10074672300062129,0,0
2210.13260,0.07955787934117563,0,0
2210.13335,0.01787489086728592,0,0
2210.14159,0.02957144637631488,0,0
2210.14927,0.08826608802861913,0,0
2210.15077,0.28171621133197233,0,0
2210.15644,0.09932381522496668,0,0
2210.15699,0.0610729926738792,0,0
2210.16012,0.012556209826950849,0,0
2210.16895,0.031604339889493946,0,0
2210.16983,0.025664686533505177,0,0
2210.17044,0.04064301941483587,0,0
2211.00038,0.08947836842525665,0,0
2211.00485,0.005806396105101601,0,0
2211.00629,0.07343615908624415,0,0
2211.00940,0.018241326916088974,0,0
2211.01474,0.9704781339437883,1,1
2211.01523,0.05675040088196584,0,0
2211.01567,0.026155866669643865,0,0
2211.01728,0.030148003823461434,0,0
2211.01729,0.013781977513513144,0,0
2211.02028,0.0156307981388549,0,0
2211.02062,0.02843055763138649,0,0
2211.02066,0.04000887555691925,0,0
2211.02209,0.02360396236030521,0,0
2211.02565,0.04513934724823382,0,0
2211.02665,0.0371975930476314,0,0
2211.02997,0.027654319185513834,0,0
2211.03029,0.0319251640771495,0,0
2211.03488,0.018470924085644953,0,0
2211.03620,0.06554299691114174,0,0
2211.04268,0.2696589622737078,0,0
2211.04398,0.8283883105266957,0,1
2211.04495,0.03925247896133463,0,0
2211.04647,0.252430838104534,0,0
2211.04669,0.021250445288895397,0,0
2211.04711,0.023939114770815385,0,0
2211.05209,0.1000689357759173,0,0
2211.05306,0.014317601639177205,0,0
2211.05386,0.20683634010137472,0,0
2211.05767,0.022501546068656127,0,0
2211.06445,0.9948820585983961,1,1
2211.06832,0.33693401292448155,0,0
2211.07128,0.04893894074362785,0,0
2211.07339,0.03019085833361117,0,0
2211.07469,0.0297419650179607,0,0
2211.07661,0.03857448736962056,0,0
2211.08067,0.17018989336323279,0,0
2211.08323,0.16457832719553714,0,0
2211.09080,0.9409388276537135,0,1
2211.09112,0.07739709183631818,0,0
2211.09136,0.13985839643609035,0,0
2211.09145,0.05430235181802379,0,0
2211.09426,0.045039375953648854,0,0
2211.09489,0.08764047369438643,0,0
2211.09649,0.028412410715767288,0,0
2211.09650,0.13794225270830132,0,0
2211.09839,0.03371827372393793,0,0
2211.10184,0.0680169713793275,0,0
2211.10535,0.09810611324941261,0,0
2211.10726,0.02614086901364469,0,0
2211.11773,0.021590045774799282,0,0
2211.11781,0.011546597689913009,0,0
2211.11788,0.04387034879165378,0,0
2211.12242,0.039465105510814336,0,0
2211.12378,0.008867423086162604,0,0
2211.12675,0.02309959883091292,0,0
2211.12951,0.10135827136647262,0,0
2211.13179,0.02370213468198052,0,0
2211.13334,0.12668269618288971,0,0
2211.13393,0.9756996323462545,0,1
2211.13453,0.03981124037652965,0,0
2211.13661,0.01605717399660752,0,0
2211.13950,0.012170926490303997,0,0
2211.14023,0.018875419222938977,0,0
2211.14194,0.02314539154489534,0,0
2211.14635,0.017164526719767394,0,0
2211.14900,0.00778208442380959,0,0
2211.15624,0.02861589042745815,0,0
2211.15674,0.04055966830011679,0,0
2211.15679,0.10995112360944093,0,0
2211.15928,0.08135699580627426,0,0
2211.16083,0.7038911488556513,0,1
2211.16390,0.04624869920893781,0,0
2211.16972,0.11953546345563668,0,0
2211.17021,0.01039591541673759,0,0
2211.17065,0.012637064274737278,0,0
2212.00198,0.33734953884248936,0,0
2212.01126,0.14509523841070418,0,0
2212.02141,0.11531326246857268,0,0
2212.02221,0.0995341658016309,0,0
2212.02270,0.009382999370821009,0,0
2212.02326,0.029887274736589264,0,0
2212.02530,0.03155331024796353,0,0
2212.02890,0.05197781435525091,0,0
2212.03240,0.9695082699612202,0,1
2212.03247,0.06764014924678587,0,0
2212.03256,0.5681418897308689,0,1
2212.03343,0.022098989590386718,0,0
2212.03407,0.11341286209288721,0,0
2212.03479,0.008600582120774363,0,0
2212.03577,0.028573729996679648,0,0
2212.03723,0.009077310258678592,0,0
2212.03728,0.033373595274748376,0,0
2212.03730,0.021340214681060097,0,0
2212.04179,0.03267053712494684,0,0
2212.04291,0.02972112767065625,0,0
2212.04306,0.059967859178450995,0,0
2212.04485,0.06175340534978692,0,0
2212.04511,0.1479057014704304,0,0
2212.04529,0.01694517580569952,0,0
2212.04568,0.04019027468651202,0,0
2212.04852,0.032781673176025254,0,0
2212.04918,0.07804742764696117,0,0
2212.05112,0.045225380664204166,0,0
2212.05351,0.15252038671788432,0,0
2212.05724,0.055899643236854625,0,0
2212.06086,0.022021990016194933,0,0
2212.06117,0.02051529624094303,0,0
2212.06266,0.9737778140352273,1,1
2212.06877,0.040957175627615354,0,0
2212.07421,0.027920210174128234,0,0
2212.07467,0.10474503345225385,0,0
2212.07498,0.01824148529730028,0,0
2212.07659,0.027150456144639807,0,0
2212.07714,0.5500544946178645,0,1
2212.07938,0.1265277894736838,0,0
2212.08463,0.042611238414105315,0,0
2212.08881,0.09227698958453276,0,0
2212.09266,0.05834792012503161,0,0
2212.09307,0.08599217674003377,0,0
2212.09383,0.12721562994046204,0,0
2212.09629,0.03396401450312465,0,0
2212.10022,0.020350244364953213,0,0
2212.10126,0.028228975978931054,0,0
2212.10594,0.024052613063896264,0,0
2212.11044,0.23327367302757687,0,0
2212.11817,0.01568370197287507,0,0
2212.11869,0.08134154877973297,0,0
2212.12087,0.7721187852634191,0,1
2212.14535,0.053236846424449924,0,0
2212.14712,0.08779692409166896,0,0
2212.14844,0.5708273820053203,0,1
2301.00229,0.1697658111063588,0,0
2301.00749,0.086019648853908,0,0
2301.00822,0.13319667799419205,0,0
2301.01548,0.07025242274595661,0,0
2301.01607,0.08372301279309444,0,0
2301.01798,0.024838879114598384,0,0
2301.02072,0.01891963089294199,0,0
2301.02209,0.019333033070413338,0,0
2301.02260,0.7613055126814269,0,1
2301.02313,0.05474309309964397,0,0
2301.02398,0.189887517968884,0,0
2301.02418,0.4585533111143374,0,0
2301.02477,0.9785783356337031,1,1
2301.02681,0.040418818084441026,0,0
2301.02741,0.017559880845192635,0,0
2301.02816,0.030267647779577002,0,0
2301.03209,0.9520805077590738,0,1
2301.03477,0.1734248239843586,0,0
2301.03499,0.05253577604092113,0,0
2301.03502,0.024862117072729242,0,0
2301.03579,0.05150175604758571,0,0
2301.04055,0.18124901383559805,0,0
2301.04152,0.04323076595819731,0,0
2301.04158,0.09672587322419612,0,0
2301.04200,0.041765062948925354,0,0
2301.04206,0.9730725698420959,0,1
2301.04593,0.06885330695538952,0,0
2301.04809,0.08112493490764093,0,0
2301.05186,0.014682600568102645,0,0
2301.05205,0.02179092552240429,0,0
2301.05228,0.014018223875529869,0,0
2301.05532,0.078972536424047,0,0
2301.05686,0.061321806453913635,0,0
2301.05719,0.7264881154743102,0,1
2301.06033,0.03300310365269499,0,0
2301.06125,0.832687364701849,0,1
2301.06146,0.1554825917259358,0,0
2301.06186,0.05019239895346055,0,0
2301.06273,0.03207868721597201,0,0
2301.06373,0.04482476918571903,0,0
2301.06575,0.6952836132216609,0,1
2301.06723,0.20314441582964857,0,0
2301.06732,0.22877658144619362,0,0
2301.07039,0.917449881970297,0,1
2301.07097,0.4849759890108616,0,0
2301.07215,0.028571582792729026,0,0
2301.07253,0.08980387654664142,0,0
2301.07860,0.30268937625899367,0,0
2301.08169,0.06983532360047774,0,0
2301.08432,0.015494517758679244,0,0
2301.08689,0.9603168483056758,0,1
2301.08887,0.031668423553084,0,0
2301.09651,0.056262657262250375,0,0
2301.09672,0.02428538983684265,0,0
2301.10255,0.0381901189133423,0,0
2301.10268,0.022709979776455554,0,0
2301.10386,0.07579642548986897,0,0
2301.10560,0.20149615007942986,0,0
2301.10614,0.8785671485356453,0,1
2301.10741,0.3575636477480343,0,0
2301.10890,0.7304387873638443,0,1
2301.11000,0.024716648608182457,0,0
2301.11204,0.005676230051473728,0,0
2301.11240,0.13150304974023252,0,0
2301.11282,0.32649629592315377,0,0
2301.11335,0.05709397736401662,0,0
2301.12089,0.04660287079254484,0,0
2301.12223,0.07230666478203665,0,0
2301.12283,0.06599245912727277,0,0
2301.12404,0.11668441046873836,0,0
2301.12750,0.021065821299205995,0,0
2301.12769,0.05363203479351539,0,0
2301.12824,0.04018624554143258,0,0
2301.12828,0.2123874730852822,0,0
2301.13150,0.05241416100024621,0,0
2301.13191,0.02419187642650213,0,0
2301.13213,0.0574211820844462,0,0
2301.13226,0.21510200451625408,0,0
2301.13233,0.13908380569985443,0,0
2301.13260,0.8068490075077512,1,1
2301.13394,0.18763138773562915,0,0
2301.13453,0.2824263873937417,0,0
2301.13684,0.012713752801727136,0,0
2301.13685,0.13739527003064506,0,0
2301.13751,0.07622103645490927,0,0
2301.13839,0.1998706774163842,0,0
2301.13854,0.012150436980639194,0,0
2301.13858,0.03485589224212684,0,0
2301.13859,0.09319082908157317,0,0
2302.00006,0.037354637312210726,0,0
2302.00008,0.026650562836882635,0,0
2302.00009,0.8897695507654216,0,1
2302.00010,0.0072167713343482135,0,0
2302.00012,0.049959805708126206,0,0
2302.00014,0.043745479678644304,0,0
2302.00018,0.15278477276827726,0,0
2302.00020,0.8660366224895831,0,1
2302.00021,0.045889351088976765,0,0
2302.00026,0.04812314246846811,0,0
2302.00027,0.09799515857026964,0,0
2302.00030,0.06281976479228686,0,0
2302.00053,0.07119537609808467,0,0
2302.00054,0.014066432757643079,0,0
2302.00056,0.9221734769749972,0,1
2302.00067,0.022009531607322663,0,0
2302.00071,0.13811178870636254,0,0
2302.00081,0.14679441012658292,0,0
2302.00085,0.2518719555562078,0,0
2302.00101,0.014398237985416765,0,0
2302.00125,0.013631494776384749,0,0
2302.00131,0.07307126252276226,0,0
2302.00147,0.042238723865714846,0,0
2302.00176,0.04704381640885386,0,0
2302.00181,0.022372395761482394,0,0
2302.00183,0.07956745587003722,0,0
2302.00197,0.27971478780480435,0,0
2302.00204,0.06633247441971137,0,0
2302.00212,0.09426415568549376,0,0
2302.00228,0.12553354168470968,0,0
2302.00229,0.037166782887384724,0,0
2302.00246,0.03459139422184945,0,0
2302.00255,0.22510996653660187,0,0
2302.00260,0.10064725643899804,0,0
2302.00262,0.03403119239701059,0,0
2302.00269,0.06623032687098372,0,0
2302.00274,0.061096033121720725,0,0
2302.00280,0.2710040561961632,0,0
2302.00289,0.31636097204022384,0,0
2302.00292,0.024849051902423452,0,0
2302.00295,0.04249453314934564,0,0
2302.00298,0.6332775283568642,0,1
2302.00300,0.015949011346951113,0,0
2302.00315,0.09258019790460235,0,0
2302.00320,0.7781849418605185,0,1
2302.00322,0.440292249180705,0,0
2302.00335,0.18964138596566954,0,0
2302.00339,0.06838109171666978,0,0
2302.00344,0.04691708811588556,0,0
2302.00346,0.022308154772718577,0,0
2302.00359,0.4382733177871196,0,0
2302.00366,0.10381049690153753,0,0
2302.00367,0.15155290869277102,0,0
2302.00372,0.20807670931082015,0,0
2302.00380,0.0663129128057777,0,0
2302.00399,0.3746660307032542,0,0
2302.00413,0.9920451116632649,1,1
2302.00420,0.9754923603149768,0,1
2302.00426,0.6266531577451324,0,1
2302.00427,0.032953795219328924,0,0
2302.00428,0.3053184525034445,0,0
2302.00445,0.21515393346184122,0,0
2302.00450,0.10979961424659364,0,0
2302.00451,0.11987748887905193,0,0
2302.00473,0.4456873236008063,0,0
2302.00480,0.10830912608902402,0,0
2302.00497,0.30554612146165483,0,0
2302.00512,0.009499360861837348,0,0
2302.00530,0.05727340393919811,0,0
2302.00531,0.13768247637184527,0,0
2302.00552,0.03641572261227386,0,0
2302.00580,0.7419369181246784,0,1
2302.00607,0.02648223502557106,0,0
2302.00634,0.046349624312880575,0,0
2302.00649,0.6308868288352999,0,1
2302.00655,0.02087622954906281,0,0
2302.00666,0.09445582182144165,0,0
2302.00668,0.020953513410432265,0,0
2302.00699,0.9762777495738294,1,1
2302.00718,0.33746509703690153,0,0
2302.00780,0.12060672202521158,0,0
2302.00987,0.2042196550468485,0,0
2302.01102,0.8502093097764883,1,1
2302.01119,0.4946308423558423,0,0
2302.01142,0.022408043725132287,0,0
2302.01168,0.9704291856481538,1,1
2302.01352,0.9882263815004398,1,1
2302.01479,0.9837381590484598,1,1
2302.01689,0.056507265997609725,0,0
2302.01702,0.9868605248320484,1,1
2302.01784,0.018822833238405792,0,0
2302.01853,0.987273386722465,1,1
2302.01942,0.013493782276189496,0,0
2302.01943,0.0242564650929792,0,0
2302.01946,0.019576598913523657,0,0
2302.01947,0.021371774325704546,0,0
2302.01948,0.020482426828770873,0,0
2302.01949,0.43854793144389453,0,0
2302.01969,0.6885401612097545,0,1
2302.02005,0.011545517344079093,0,0
2302.02017,0.10569404529319835,0,0
2302.02020,0.015492576156418353,0,0
2302.02021,0.06041233700161483,0,0
2302.02028,0.02416861132596821,0,0
2302.02030,0.22317078553710365,0,0
2302.02040,0.4783120068404448,0,0
2302.02082,0.018575568822038185,0,0
2302.02087,0.014083453767803119,0,0
2302.02090,0.020147193353173116,0,0
2302.02111,0.05210757863341309,0,0
2302.02135,0.9086614605704765,0,1
2302.02166,0.704543225706766,0,1
2302.02167,0.10724816422455856,0,0
2302.02183,0.9584230278754919,0,1
2302.02198,0.44330509163443604,0,0
2302.02206,0.310973690823561,0,0
2302.02211,0.036618448136234716,0,0
2302.02344,0.08327120515672372,0,0
2302.02346,0.14638478534787625,0,0
2302.02359,0.5266801267330008,0,1
2302.02365,0.05306126252749103,0,0
2302.02366,0.010582750944475836,0,0
2302.02372,0.0338703362802672,0,0
2302.02376,0.031536079574531056,0,0
2302.02383,0.0448386307776756,0,0
2302.02429,0.04975691675326125,0,0
2302.02431,0.11289848915052386,0,0
2302.02433,0.01959924607030211,0,0
2302.02439,0.0754356826428637,0,0
2302.02487,0.35623259682212566,0,0
2302.02496,0.055208511927845365,0,0
2302.02559,0.012463329802461115,0,0
2302.02572,0.13141406259567293,0,0
2302.02584,0.03176621993829654,0,0
2302.02593,0.6726432373403142,0,1
2302.02611,0.1747459279635896,0,0
2302.02641,0.2560092263921497,0,0
2302.02646,0.06566453467774855,0,0
2302.02656,0.17209387152272332,0,0
2302.02659,0.19753270014856356,0,0
2302.02668,0.6343415060529562,0,1
2302.02674,0.7663420294108291,0,1
2302.02682,0.06659759675202626,0,0
2302.02683,0.03769636013144504,0,0
2302.02690,0.027829541054363454,0,0
2302.02696,0.36806129225655415,0,0
2302.02697,0.04592088961079816,0,0
2302.02704,0.02540241568985444,0,0
2302.02710,0.961924034583401,0,1
2302.02722,0.18947655452008708,0,0
2302.02723,0.28662531559936694,0,0
2302.02727,0.006150830250015854,0,0
2302.02733,0.08010691905485828,0,0
2302.02739,0.07800645807961404,0,0
2302.02750,0.2831711615468753,0,0
2302.02784,0.01352298615079103,0,0
2302.02802,0.2996588736287114,0,0
2302.02810,0.9785461747965133,0,1
2302.02816,0.1437696765111775,0,0
2302.02827,0.04535717661763832,0,0
2302.02854,0.7204871566478905,0,1
2302.02868,0.09119320360349989,0,0
